source_id,rq_id,population,event,age_range,sex,maturity,training_age,competitive_level,season,intervention,comparator,component_dose,component_order,separation_hours,target_interval_hours,actual_interval_hours,outcome_domain,outcome_measure,instrument_protocol,time_horizon,time_points,missingness,adverse_events,effect_estimate,uncertainty,individual_response,limitations,reviewer_1,reviewer_2,adjudication
"FRV2-B-020","RQ-B","Healthy adults and adolescents across 20 studies","RESISTANCE_AND_PLYOMETRIC_EIMD","ADOLESCENT_AND_ADULT","Mixed","NOT_VERIFIED","MIXED","MIXED","NOT_REPORTED","Systematic review/meta-analysis of muscle-damaging resistance or plyometric protocols","Pre-session baseline and study-specific comparators","Heterogeneous protocols requiring sprint/COD follow-up >=24 h","HETEROGENEOUS","HETEROGENEOUS","72","24_TO_72","PERFORMANCE;POWER;SORENESS;BIOCHEMICAL","Sprint; COD; CMJ; DOMS; CK","FULL_TEXT_VERIFIED systematic review","72 HOURS","AT_LEAST_24H_THROUGH_72H","Youth middle-distance stratum and many controls NOT_REPORTED","NOT_SYNTHESIZED","Pooled sprint/COD/CMJ impairments and DOMS/CK elevations reported up to 72 h","CK/DOMS I2 65-81%; varied histories/protocols; English-only; overlap pending","NOT_REPORTED","Cannot set a youth runner threshold or treat 72 h as recovery, readiness, safety, or permission","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-B-022","RQ-B","Team ball-sport players across 28 studies","TEAM_SPORT_MATCH","NOT_VERIFIED","NOT_VERIFIED","NOT_VERIFIED","NOT_REPORTED","COMPETITIVE_TEAM_SPORT","NOT_REPORTED","Systematic review of post-match recovery with at least two measures","Pre-match baseline and study-specific repeated measures","Heterogeneous matches and protocols","NOT_APPLICABLE","HETEROGENEOUS","72","UP_TO_144","PERFORMANCE;BIOCHEMICAL","Sprint/performance; CK; cortisol","ABSTRACT_ONLY for this extraction","144 HOURS","MULTIPLE_POST_MATCH_POINTS_TO_144H","No direct youth-runner stratum; source-level overlap not mapped","NOT_SYNTHESIZED_OR_NOT_REPORTED","Performance may return before biochemical markers; CK time courses to >=72 h; soccer/rugby tended longer","Heterogeneous sports/protocols; abstract-level extraction","NOT_REPORTED","No direct 800/1500 youth inference; performance normalization cannot establish whole-athlete recovery or clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-002","RQ-C","25 postpubertal adolescent distance runners enrolled; 18 completed","DISTANCE_RUNNING","17.2 +/- 1.2 years","13 female at enrollment; remaining male","POST_PUBERTAL_STATED;ASSESSMENT_METHOD_NOT_VERIFIED","NOT_REPORTED","TRAINED_ADOLESCENT_DISTANCE_RUNNERS","NOT_REPORTED","Twice-weekly plyometric, sprint, and resistance work added to normal running","Strength intervention n=9 completers versus control n=9 completers","10 weeks; secondary table reports 2-4 sets, 6-15 repetitions, 90-180 s rest","Exact within-session sequence NOT_REPORTED","Shared-day separation from running NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","RUNNING_ECONOMY;SPRINT;FORCE;AEROBIC;BODY_COMPOSITION","Economy; sprint; MVC; aerobic and body-composition measures","ABSTRACT_ONLY; repository metadata","10 WEEKS","PRE;POST","Maturity method, exact sequence, running separation, and attrition reasons NOT_VERIFIED","NOT_REPORTED","Economy about 3.2-3.7% possibly beneficial; sprint effect .32; MVC effect .86; aerobic/body-composition trivial/small","Small completer sample; magnitude-based descriptions; seven of 25 did not complete","NOT_REPORTED","Supports component inclusion only; cannot define order, interval, whole 9.5-day efficacy, safety, or clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-003","RQ-C","25 trained young distance runners","DISTANCE_RUNNING","16-18 years","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","TRAINED_YOUTH_DISTANCE_RUNNERS","NOT_REPORTED","Concurrent endurance plus explosive training replacing part of endurance volume","Concurrent n=13 versus endurance control n=12","8 weeks; 19% of endurance replaced; secondary review reports one explosive session/week, 2-3 sets x 6-10 reps; about 7.2 versus 8.5 endurance h/week","Day and order NOT_REPORTED","Separation NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","SPRINT;ANAEROBIC;AEROBIC;RUNNING_ECONOMY","Maximal anaerobic running speed; 30-m speed; aerobic maximal speed; VO2max; economy","ABSTRACT_ONLY","8 WEEKS","PRE;POST","Sex, maturity, exact day/order/separation NOT_REPORTED","NOT_REPORTED","Maximal anaerobic running speed +3.0 +/- 2.0%; 30-m speed +1.1 +/- 1.3%; VO2max/economy unchanged","Small groups; abstract-level scheduling detail","NOT_REPORTED","Component substitution evidence only; not superiority of sequence or 9.5-day architecture","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-004","RQ-C","12 competitive youth runners pair-matched by maturity and 3-km performance","3_KM_RUNNING","10-13 years reported in secondary review","6 male; 6 female","PAIR_MATCHED_BY_MATURITY;METHOD_NOT_VERIFIED","NOT_REPORTED","COMPETITIVE_YOUTH_RUNNERS","NOT_REPORTED","Continuous and interval running plus machine resistance","Concurrent n=6 versus aerobic-only n=6","10 weeks; running twice weekly; resistance reported twice weekly in abstract but once weekly at 3-4 x 10-12 and 70-75% 1RM in review table","Sequence NOT_REPORTED","Separation NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","3_KM_PERFORMANCE;INTERFERENCE_SIGNAL","3-km time","ABSTRACT_ONLY; full-text located but not extracted","10 WEEKS","PRE;POST","Resistance frequency conflict; sequence and separation NOT_REPORTED","NOT_REPORTED","No significant interaction/main effect; post-test difference 38 s adverse to concurrent; review reports +6 s versus -17 s","Extremely small groups and unresolved dose reporting","NOT_REPORTED","Possible interference signal, not proof; cannot define scheduling, safety, or 9.5-day mechanics","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-005","RQ-C","17 national or international male junior middle-distance runners","MIDDLE_DISTANCE_RUNNING","17.6 +/- 1.2 years","Male","NOT_REPORTED","NOT_REPORTED","NATIONAL_OR_INTERNATIONAL_JUNIOR","NOT_REPORTED","Depth jumps before submaximal run and time-to-exhaustion test","Body-weight quarter-squat control in randomized crossover","5-min warm-up; 5-min economy run; six depth jumps; 10-min passive recovery; 5-min run; time to exhaustion at vVO2max","DEPTH_JUMPS_THEN_RUNNING","10 minutes","NOT_APPLICABLE","0.167","RUNNING_ECONOMY;PERFORMANCE;PHYSIOLOGY","Economy; time to exhaustion; other physiological measures","ABSTRACT_ONLY; author PDF located but not fully extracted","ACUTE_SESSION","PRE_CONDITION;10_MIN_POST_COMPONENT;TEST","Chronic placement and adverse events NOT_REPORTED","NOT_REPORTED","Economy improved 3.7%; effect-size 95% CI 0.25-1.09; time to exhaustion and other physiology trivial","Acute potentiation; abstract-level full protocol confidence","NOT_REPORTED","Narrow acute sequence only; cannot establish chronic same-day/adjacent-day scheduling or universal order","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-007","RQ-C","28 well-trained male collegiate distance runners","5_KM_RUNNING;DISTANCE_RUNNING","19-23 years","Male","ADULT_OR_YOUNG_ADULT","At least 4 years","WELL_TRAINED_COLLEGIATE","NOT_REPORTED","Complex training versus heavy resistance versus low-load control alongside endurance","Matched complex, heavy-resistance, and control groups","8 weeks; 9 sessions/week; 6 endurance and 3 strength; complex pairs used 3 x 5 at 80-85% 1RM then 3 x 6 plyometrics with 4-min recovery","Morning endurance then afternoon strength; within strength heavy resistance before matched plyometric","AM-PM exact hours NOT_REPORTED; 4 min within complex pairs","NOT_APPLICABLE","NOT_REPORTED","STRENGTH;POWER;REACTIVE_STRENGTH;RUNNING_ECONOMY;SPRINT;5_KM_PERFORMANCE;LACTATE;VO2MAX","1RM; CMJ; drop jump; RSI; economy; 50-m; 5-km; lactate; VO2max","FULL_TEXT_VERIFIED","8 WEEKS","PRE;POST","Exact AM-PM hours and reverse-order condition NOT_REPORTED","Injury-free eligibility; intervention adverse events NOT_REPORTED","Complex and heavy groups improved several outcomes; complex-only gains in drop jump, RSI, economy at 16 km/h, and lactate; VO2max unchanged","Small matched groups; allocation not clearly randomized","NOT_REPORTED","Supports narrow heavy-to-plyometric pair only; no youth threshold, reverse-order result, safety, or whole-frame validation","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-010","RQ-C","23 moderately trained male runners","1500_M_RUNNING;10_KM_RUNNING","Mean 31.1 years","Male","ADULT","Approximately 7.5 years running","MODERATELY_TRAINED","NOT_REPORTED","Same-session speed endurance followed by heavy resistance with reduced running volume","Intervention n=12 versus control n=11; no reverse-order comparator","8 weeks; twice weekly 30-s speed-endurance reps with 3-min recovery then resistance at 80-90% 1RM; other weekly runs; running volume reduced 42%","SPEED_ENDURANCE_THEN_HEAVY_RESISTANCE","Same session; about 3-min recoveries within components","NOT_APPLICABLE","0","1500_M;10_KM;YO_YO;RUNNING_ECONOMY;STRENGTH;MUSCLE_NHE1;VO2MAX;MORPHOLOGY","Race/time tests; economy; strength; NHE1; VO2max; muscle morphology/capillarization","FULL_TEXT_VERIFIED","8 WEEKS","PRE;WEEK_4;WEEK_8","No reverse order or separation comparison; adverse events NOT_REPORTED","Consent mentioned risks/discomfort; intervention events NOT_REPORTED","10 km improved by week 4; 1500 m, Yo-Yo, economy, strength, and NHE1 improved by week 8; VO2max/morphology/capillarization unchanged","Adult male sample; concurrent adherence 76 +/- 4%; substitution confounding","NOT_REPORTED","Direct adult same-session example only; cannot establish universal order, youth rule, safety, or 9.5-day superiority","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-011","RQ-C","20 well-trained runners randomized across five uphill programs","5_KM_RUNNING;UPHILL_RUNNING","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","WELL_TRAINED","NOT_REPORTED","Five uphill interval-training programs","Five intensities/doses","6 weeks; exact protocols NOT_EXTRACTED_FROM_ABSTRACT","No strength/plyometric combination; order NOT_APPLICABLE","Placement relative to other work NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","5_KM_PERFORMANCE;RUNNING_ECONOMY;NEUROMUSCULAR;AEROBIC","5-km time; economy; neuromuscular and aerobic measures","ABSTRACT_ONLY","6 WEEKS","PRE;POST","Age, sex, exact dose, placement, and adverse events NOT_REPORTED","NOT_REPORTED","Across programs 5-km improvement about 2.0% +/- 0.6%; highest intensity favored economy about 2.4% +/- 1.4%; no clearly superior program","About four per condition; model-based comparisons","NOT_REPORTED","Hill-component evidence only; no composite placement or universal fatigue/order inference","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-012","RQ-C","14 recreational female runners","10_KM_RUNNING;RUN_HIIT;CYCLE_HIIT","42 +/- 10 years","Female","ADULT","Habitually running at least twice/week","RECREATIONAL","NOT_REPORTED","Run HIIT versus cycle HIIT while habitual training continued","Run HIIT n=7 versus cycle HIIT n=7","Twice weekly for 4 weeks; 10-min warm-up; 6 x 2 min at 95% HRmax with 2-min active recovery; 4 x 1 min all-out with 90-s recovery; 5-min cool-down","WITHIN_SESSION_PROTOCOL_REPORTED","Placement relative to habitual training NOT_REPORTED","NOT_APPLICABLE","24","VO2MAX;10_KM_PERFORMANCE;CYCLING_PACE;RPE;SORENESS;BIOCHEMICAL","Treadmill VO2max; 10-km time; cycle pace; RPE; soreness; CK","FULL_TEXT_VERIFIED","4 WEEKS","PRE;POST;24H_FOR_CK_AND_SORENESS","Habitual-training placement not standardized/reported","Injury adverse events NOT_REPORTED","Run-HIIT VO2max 42.1 to 45.2; cycle-HIIT no comparable rise; 10-km unchanged; cycling pace small change; cycling RPE/soreness increased","Tiny older all-female sample","NOT_REPORTED","Cycling is not established as equivalent, lower fatigue, or recovery; highly indirect for adolescents","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-013","RQ-C","Seven heterogeneous randomized trials from untrained through competitive adults","RUNNING;CYCLING;CROSS_TRAINING","Adult; exact ranges heterogeneous","NOT_REPORTED","ADULT","MIXED","UNTRAINED_THROUGH_COMPETITIVE","NOT_REPORTED","Systematic review/meta-analysis of running-only, cycling-only, and combined protocols","Running versus cycling or combined running/cycling","At least 4 weeks; protocols heterogeneous; trials dated 1974-2003","Order not analytic question","Same-day/adjacent-day separation not analytic question","NOT_APPLICABLE","NOT_REPORTED","TREADMILL_VO2MAX;CYCLE_VO2MAX;RUNNING_PERFORMANCE","Standardized effects for VO2max and performance","FULL_TEXT_VERIFIED systematic review","AT_LEAST_4_WEEKS","PRE;POST","Source-level order, placement, adverse events, and several participant fields NOT_REPORTED","NOT_SYNTHESIZED","Treadmill VO2max g=-.32 [-.76,.13]; cycle VO2max g=-.34 [-.79,.11]; running performance g=.02 [-.62,.66]; all null","Wide intervals; old heterogeneous trials; substantial risk-of-bias concerns","NOT_REPORTED","Null results do not establish modality equivalence, recovery benefit, or placement rule","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-015","RQ-C","1090 adults across 43 concurrent-training studies","RUNNING;CYCLING;CONCURRENT_TRAINING","Adult","Mixed","ADULT","MIXED","MIXED_ADULT_STATUS","NOT_REPORTED","Concurrent aerobic plus resistance versus identical resistance-only training","Concurrent versus resistance only","At least 4 weeks; running in 16 studies; cycling in 24","Sequence heterogeneous","Same-session <=20 min versus separated >=3 h study categories","NOT_APPLICABLE","0_TO_3_PLUS","MAXIMAL_STRENGTH;HYPERTROPHY;EXPLOSIVE_STRENGTH","Meta-analytic SMDs","FULL_TEXT_VERIFIED systematic review","AT_LEAST_4_WEEKS","PRE;POST","Source-level sequence and adverse events not fully recoverable","NOT_SYNTHESIZED","Max strength SMD -.06 [-.20,.09]; hypertrophy -.01 [-.16,.18]; explosive strength -.28 [-.48,-.08]; same-session explosive subgroup -.31 [-.62,-.01]","Mean PEDro 4.3/10; observational between-study subgroup patterns; heterogeneous adults","NOT_REPORTED","Study-category gaps are not experimentally established youth thresholds; no universal same-session rule","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-016","RQ-C","Healthy adults across 10 concurrent-training studies","CONCURRENT_ENDURANCE_AND_RESISTANCE","Adult","Mixed","ADULT","MIXED","MIXED_HEALTHY_ADULT","NOT_REPORTED","Same-session resistance-before-endurance versus endurance-before-resistance","Opposite component order","Interventions at least 5 weeks; source-level doses heterogeneous","RESISTANCE_THEN_ENDURANCE versus ENDURANCE_THEN_RESISTANCE","INTRA_SESSION_HETEROGENEOUS","NOT_APPLICABLE","0","DYNAMIC_STRENGTH;HYPERTROPHY;STATIC_STRENGTH;AEROBIC_CAPACITY;POWER","Meta-analytic weighted mean differences","FULL_TEXT_VERIFIED systematic review","AT_LEAST_5_WEEKS","PRE;POST","Power only two studies; source-level adverse events and dose incomplete","NOT_SYNTHESIZED","Resistance-first dynamic strength +6.91% [1.96,11.87]; no order effect for hypertrophy, static strength, or aerobic capacity","I2 66% for dynamic strength; adult non-runner specificity","NOT_REPORTED","Does not justify universal strength-first; detectable effect was outcome-specific and not a youth middle-distance rule","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-018","RQ-C","58 adult amateur rugby players","RUGBY;CONCURRENT_AEROBIC_AND_STRENGTH","Adult","NOT_REPORTED","ADULT","NOT_REPORTED","AMATEUR_RUGBY","NOT_REPORTED","Concurrent resistance then aerobic training at 0, 6, or 24 h separation","0 h versus 6 h versus 24 h versus strength-only versus control","7 weeks; two sessions of each quality per week","RESISTANCE_THEN_AEROBIC","0;6;24","NOT_APPLICABLE","0;6;24","STRENGTH;VO2PEAK","Strength gains; VO2peak","ABSTRACT_ONLY","7 WEEKS","PRE;POST","Complete effect estimates/CIs and adverse events NOT_REPORTED","NOT_REPORTED","Strength gains lower at 0 h than 6 h, 24 h, or strength-only; VO2peak improved in all concurrent groups and described larger at 24 h","Magnitude-based inference; single indirect team-sport trial","NOT_REPORTED","Cannot establish universal 6-h or 24-h threshold, especially for adolescents; no safety/clearance inference","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-019","RQ-C","18 healthy inactive adults after two weeks unilateral knee immobilization","REHABILITATION;CYCLING;RESISTANCE_TRAINING","20 +/- 2 years","10 male; 8 female","ADULT","INACTIVE","REHABILITATION_SAMPLE","NOT_REPORTED","Immediate endurance-to-resistance versus resistance-to-endurance rehabilitation training","Opposite immediate order","6 weeks; 3 sessions/week; at least one rest day; 22.5-min cycling at 65-75% VO2peak plus 3 x 10 leg exercises at 65-80% 1RM; about 45 min total","ENDURANCE_THEN_RESISTANCE versus RESISTANCE_THEN_ENDURANCE","IMMEDIATE_TRANSFER","NOT_APPLICABLE","0","MITOCHONDRIAL_ENZYME;STRENGTH;MUSCLE_MASS;VO2PEAK;GENE_EXPRESSION","Complex II activity; strength; mass; VO2peak; acute expression","FULL_TEXT_VERIFIED","6 WEEKS","ACUTE;PRE;POST","Training adverse events NOT_REPORTED","Immobilization pain/edema monitored; training events NOT_REPORTED","Order affected complex II activity but not strength, mass, or VO2peak; gene-expression interactions null p=.20-.87","Strong rehabilitation and detraining indirectness; small sample","NOT_REPORTED","Null rehab result should not override trained-runner evidence or create universal order/safety rule","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"FRV2-C-020","RQ-C","Adults across 21 concurrent-training studies","AEROBIC_AND_RESISTANCE_TRAINING","Adult","Mixed","ADULT","MIXED","MIXED_ADULT_STATUS","NOT_REPORTED","Meta-analysis of concurrent aerobic and resistance training","Concurrent versus resistance-only or study-specific comparator","Endurance modality, frequency, and duration examined as moderators","Source-level order not recoverable from abstract","Source-level separation not recoverable from abstract","NOT_APPLICABLE","NOT_REPORTED","STRENGTH_ADAPTATION;POWER;INTERFERENCE","Meta-analytic interference outcomes and moderators","ABSTRACT_ONLY","LONGITUDINAL_STUDIES","PRE;POST","Exact source-level scheduling and adverse events NOT_REPORTED","NOT_SYNTHESIZED","Historical interference signal, particularly power; effects varied with endurance mode/dose","Older synthesis with substantial overlap; weighted below updated review","NOT_REPORTED","No youth-runner calendar rule; cannot support universal sequence, fatigue number, 9.5-day efficacy, or safety","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-23134196","RQ-A","15 well-trained adult cyclists","CYCLING","Adult","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","WELL_TRAINED","NOT_REPORTED","Twelve weeks of block-periodized endurance training","Traditional-periodized training","12 weeks; exact dose NOT_VERIFIED_FROM_ABSTRACT","NOT_REPORTED","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","ENDURANCE_ADAPTATION;PERFORMANCE","Selected physiological and performance indices","ABSTRACT_ONLY","12 WEEKS","PRE;POST","Age, sex, exact dose, adverse events, and source-level intervals NOT_REPORTED","NOT_REPORTED","Small n=15 study favored block periodization on selected indices","Abstract-limited; small adult cycling sample","NOT_REPORTED","Indirect component-periodization evidence only; no running, youth, exact 9.5-day frame, recovery, safety, or clearance claim","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-27300278","RQ-A","Trained adult cyclists","CYCLING_HIT","Adult","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","TRAINED","NOT_REPORTED","Load-matched increasing, decreasing, or mixed high-intensity periodization","Three HIT-order models","12 weeks; exact source-level dose NOT_VERIFIED_FROM_ABSTRACT","INCREASING versus DECREASING versus MIXED_ORDER","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","ENDURANCE_ADAPTATION;PERFORMANCE","Study-reported endurance adaptation outcomes","ABSTRACT_ONLY","12 WEEKS","PRE;POST","Sample size, sex, exact intervals, and adverse events NOT_REPORTED_IN_LEDGER","NOT_REPORTED","No between-group adaptation difference reported","Abstract-limited adult cycling transfer","NOT_REPORTED","Counters a universal best ordering model; does not select 9.5 days or imply recovery/safety","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-31024338","RQ-A","One world-class adult female cross-country skier","CROSS_COUNTRY_SKIING","Adult","Female","ADULT","NOT_REPORTED","WORLD_CLASS","CAREER_HISTORY","Descriptive history of block versus traditional periodization","Within-athlete historical organization","Successful 7-11-day HIT blocks; exact session doses source-specific","HISTORICAL_BLOCKS","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","PRACTICE_USE;PERFORMANCE_HISTORY","Training organization and career performance context","FULL_TEXT_VERIFIED single case","LONGITUDINAL_CAREER","HISTORICAL_BLOCKS","Causal counterfactual, youth transfer, and adverse events NOT_REPORTED","NOT_REPORTED","Describes successful 7-11-day HIT blocks in one athlete","n=1 retrospective history; no causal attribution","Single-athlete response only","Not running or 9.5-day whole-frame evidence; cannot establish efficacy, safety, prevalence, or clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-31802956","RQ-A","Trained and well-trained adult-dominant endurance athletes across mixed sports","ENDURANCE_SPORTS","Adult-dominant","Mixed","NOT_REPORTED","MIXED","TRAINED_TO_WELL_TRAINED","NOT_REPORTED","Systematic review/meta-analysis of block periodization","Traditional periodization","20 eligible records; six pooled studies","HETEROGENEOUS","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","VO2MAX;MAXIMAL_POWER;PERFORMANCE","Pooled physiological and performance effects","FULL_TEXT_VERIFIED systematic review","HETEROGENEOUS","PRE;POST","Youth 800/1500 strata, exact frame intervals, and safety outcomes incomplete","NOT_SYNTHESIZED","Small favorable pooled VO2max and maximal-power effects","Small low-quality heterogeneous studies; mean PEDro about 3.7/10","NOT_REPORTED","Duplicate bibliographic identity with FRV2 A4 source family; no 7-day versus 9/9.5/10-day comparison or superiority inference","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-34021488","RQ-A","World-class adult 800-m and 1500-m runners","800_M;1500_M","Adult elite","Both sexes","NOT_APPLICABLE","NOT_REPORTED","WORLD_CLASS","MULTIPLE_PHASES","Review contrasting event demands and training practices","800-m versus 1500-m demands/practice","Source-specific training volumes and intensity distributions","NOT_REPORTED","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","EVENT_DEMAND;TRAINING_PRACTICE","Differences between 800-m and 1500-m training characteristics","FULL_TEXT_VERIFIED review","MULTIPLE_PHASES","NOT_REPORTED","Adolescent strata, exact cycle length, and safety outcomes NOT_REPORTED","NOT_SYNTHESIZED","Supports retaining event-specific differences","Review/practice synthesis; no direct calendar-frame comparison","NOT_REPORTED","Supports separating 800 and 1500 inputs only; no adolescent 9.5-day efficacy or safety conclusion","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-34062089","RQ-A","Eight highly trained 1500-m runners","1500_M_RUNNING","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","HIGHLY_TRAINED","TAPER","Two seven-day taper protocols","Lower-volume/higher-intensity taper versus alternate seven-day taper","7 days per taper; n=8 crossover","Protocol-specific","Crossover washout NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","1500_M_PERFORMANCE;TAPER_RESPONSE","Time-trial/performance and study-reported taper indices","ABSTRACT_ONLY","7 DAYS_PER_CONDITION","PRE;POST_TAPER","Age, sex, exact dose, washout, and adverse events NOT_REPORTED","NOT_REPORTED","Lower volume with retained or increased intensity favored selected outcomes in this tiny crossover","n=8; abstract-limited; two seven-day tapers only","Within-athlete crossover responses NOT_REPORTED","Not a 9.5-day taper rule, whole-frame test, or recovery/safety clearance study","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-34749417","RQ-A","Middle- and long-distance runners across 20 articles","MIDDLE_AND_LONG_DISTANCE_RUNNING","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","MIXED","MIXED_RUNNER_STATUS","NOT_REPORTED","Systematic review of training-intensity distribution","Different TID patterns and quantification methods","20 articles","NOT_REPORTED","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","TRAINING_INTENSITY_DISTRIBUTION;MEASUREMENT_METHOD","Classification by sRPE, heart rate, lactate, race pace, and speed","ABSTRACT_ONLY","HETEROGENEOUS","NOT_REPORTED","Exact youth 800/1500 stratum, microcycle comparison, and adverse events NOT_REPORTED","NOT_SYNTHESIZED","Materially different TID classifications across measurement methods","Heterogeneous designs and measurement methods","NOT_REPORTED","Duplicate bibliographic identity with raw A2; cannot justify cycle length, readiness, recovery, or 9.5-day superiority","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-35299664","RQ-A","Trained adult cyclists","CYCLING","Adult","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","TRAINED","NOT_REPORTED","Twelve weeks of block-periodized training","Traditional-periodized training","12 weeks; exact dose retained in full text but not re-extracted here","BLOCK versus TRADITIONAL","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","PERFORMANCE;PHYSIOLOGICAL_ADAPTATION","Time trial and study-reported adaptation measures","FULL_TEXT_VERIFIED","12 WEEKS","PRE;POST","Youth running strata and exact session-spacing data NOT_REPORTED","NOT_REPORTED","Both groups improved; no time-trial/performance difference","Adult cycling transfer and protocol-specific design","NOT_REPORTED","Opposes universal block superiority; does not evaluate exact 9.5-day frame or safety/clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
"SRC-PMID-35418513","RQ-A","Highly trained and elite distance runners across 10 articles","DISTANCE_RUNNING","Adult-dominant","Mixed; source-level sex not re-extracted","NOT_REPORTED","MIXED","HIGHLY_TRAINED_AND_ELITE","MULTIPLE_PHASES","Systematic review of periodization, methods, intensity distribution, and volume","Study-specific training organizations","10 included articles","Hard-day/easy-day structures described","NOT_REPORTED","NOT_APPLICABLE","NOT_REPORTED","TRAINING_PRACTICE;PERIODIZATION;TID;VOLUME","Described elite training organization","ABSTRACT_ONLY","HETEROGENEOUS","NOT_REPORTED","Adolescent directness, exact intervals, and adverse events NOT_REPORTED","NOT_SYNTHESIZED","Hard-day/easy-day organization described in elite practice","Abstract-only; no direct 7 versus 9.5 versus 10-day comparison","NOT_REPORTED","Indirect organizing principle only; cannot establish exact duration, MAIN count, recovery, safety, or clearance","AI_EXTRACTION_LANE_1","NOT_APPLICABLE","PENDING_INDEPENDENT_EXTRACTION"
