source_id,rq_id,population,event,age_range,sex,maturity,training_age,competitive_level,season,intervention,comparator,component_dose,component_order,separation_hours,target_interval_hours,actual_interval_hours,outcome_domain,outcome_measure,instrument_protocol,time_horizon,time_points,missingness,adverse_events,effect_estimate,uncertainty,individual_response,limitations,reviewer_1,reviewer_2,adjudication
FRV2-G-014,RQ-G,Elite youth athletes across pathways; mixed-sport transfer to runners,GROWTH;MATURATION;INJURY,YOUTH,ALL,PRIMARY_EXPOSURE,NOT_REPORTED,ELITE_PATHWAYS,NOT_REPORTED,"Scoping review of associations between growth, maturation and injury",Heterogeneous cohort methods and qualified human assessment,Growth rate; maturity status/timing; injury incidence and burden; growth-spurt context,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,GROWTH_CONCERN;MATURITY_NON_INFERENCE;INJURY_ASSOCIATION,Injury incidence/burden by maturity and growth measures across 30 eligible studies,"Review boundary: participant/guardian may report growth-change concern for HUMAN_REVIEW_REQUIRED; product does not estimate peak-height velocity, skeletal age, maturity or injury probability",NOT_REPORTED,Study-specific youth-pathway follow-up,Heterogeneous reporting across included studies,Injury incidence and burden extracted narratively; no product AE rate,Incidence/burden generally increased with maturity status; growth-related injury peaked around growth spurt; faster growth associated in some studies,Maturity timing unclear/inconsistent; heterogeneous definitions; female and sport diversity underrepresented,Group associations varied; no individual prediction validated,"Mixed-sport and elite-pathway directness; no causal threshold, diagnosis, readiness or clearance rule",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_ADJUDICATION
FRV2-G-015,RQ-G,Male elite adolescent athletics academy athletes; 117 athlete-seasons,ATHLETICS;BONE_INJURY;GROWTH_PLATE_INJURY,ADOLESCENT,MALE,SKELETAL_MATURITY_AND_GROWTH_RATE_MEASURED,NOT_REPORTED,ELITE_ACADEMY,NOT_REPORTED,Prospective cohort relating skeletal maturation and growth rates to injury,Within-cohort differences in growth rate and skeletal maturity,Stature growth rate; leg-length growth rate; skeletal maturity; bone and growth-plate injury,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,GROWTH_ASSOCIATION;BONE_INJURY;HUMAN_REVIEW_BOUNDARY,Bone-injury and growth-plate-injury incidence-rate ratios per growth measure,"Study measurements require expert methods; product accepts only explicit rapid-growth or growth-related-pain concern and routes to human, never recreates maturity measures",117_ATHLETE_SEASONS,Prospective injury surveillance across athlete-seasons,NOT_REPORTED,Bone and growth-plate injuries prospectively observed,Per 1 SD higher stature growth rate: bone-injury IRR 1.5 and growth-plate-injury IRR 2.1; leg-length growth also associated,95% CI 1.1-1.9 and 1.5-3.1 respectively; multiple measures and injury types,Individual response not established from cohort associations,"Small male elite single-academy observational study; numeric IRRs cannot become individual risk score, diagnosis or clearance",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_ADJUDICATION
FRV2-G-016,RQ-G,748 competitive high-school runners at baseline; follow-up data for 428 girls and 273 boys,CROSS_COUNTRY;TRACK_AND_FIELD;STRESS_FRACTURE,HIGH_SCHOOL,442_FEMALE;306_MALE_AT_BASELINE,MENARCHE_RETAINED_AS_REPORTED_FACTOR,NOT_REPORTED,COMPETITIVE_HIGH_SCHOOL_RUNNERS,MULTIPLE_SEASONS,Prospective cohort of sex-specific stress-fracture associations,Girls and boys analyzed separately; prior factors and follow-up injury outcomes,Prior fracture; reported BMI; menarche timing; gymnastics/dance history; prospective stress fracture,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,STRESS_FRACTURE_HISTORY;SEX_STRATIFICATION;CLINICAL_HANDOFF,Prospective stress-fracture occurrence and sex-specific multivariable associations,"Cohort boundary: only explicit prior clinician-diagnosed fracture/BSI or current concern routes to qualified human; no BMI, sex, menarche or sport-history score",MEAN_2.3_SEASONS,Baseline factors and prospective seasonal follow-up,Follow-up available for 428 of 442 girls and 273 of 306 boys; self-reported baseline factors,23 girls and 11 boys sustained prospective stress fracture,5.4% of followed girls and 4.0% of followed boys; prior fracture most robust predictor,Low event counts; multivariable uncertainty and exact estimates beyond summary not extracted,Sex-specific associations differed; individual prediction not validated,"Older cohort; self-report and low events; no causal threshold, diagnosis, risk probability, readiness or restriction from sex/BMI/menarche",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_ADJUDICATION
FRV2-G-017,RQ-G,High-school and collegiate cross-country runners,CROSS_COUNTRY;RUNNING_RELATED_INJURY,HIGH_SCHOOL;COLLEGIATE,ALL,NOT_STANDARDIZED_ACROSS_STUDIES,NOT_REPORTED,COMPETITIVE_RUNNERS,NOT_REPORTED,Systematic review of prospective running-related injury risk factors,Prospective cohorts with heterogeneous definitions,Sex; prior injury; RED-S-related constructs; training; sleep; specialization,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,RUNNING_INJURY_ASSOCIATIONS;HISTORY;CONCERN_HANDOFF,Strength and certainty of associations with running-related injury and BSI,Review boundary: history or explicit concern may route to human but cannot diagnose recurrence; training/sleep evidence cannot drive automated readiness or risk prediction,STUDY_SPECIFIC_PROSPECTIVE,Study-specific follow-up,Heterogeneous risk-factor definitions and populations,Running-related injury and BSI outcomes; no pooled product AE rate extracted,"Sex and prior running injury were strongest predictors; moderate certainty for greater RED-S-related risk and injury, especially BSI","Training, sleep and specialization evidence low certainty; mixed high-school/collegiate samples",Individual probability not validated,"Heterogeneous definitions and transition-age population; no automated risk score, diagnosis, readiness, safety or clearance",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_ADJUDICATION
FRV2-G-018,RQ-G,Adolescent athletes,BONE_STRESS_INJURY,ADOLESCENT,ALL,RAPID_GROWTH_RETAINED_AS_CONTEXT,NOT_REPORTED,VARIED_ADOLESCENT_ATHLETES,NOT_REPORTED,"Narrative review of adolescent bone stress injury risk, diagnosis and management",Multidisciplinary clinical management and heterogeneous source populations,Load; energy balance; bone health; biomechanics; psychological context; suspected localized bone pain; prior BSI,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,BONE_STRESS_CONCERN;CLINICAL_HANDOFF;NON_PREDICTION,Incidence and recurrence ranges across cited adolescent populations,"Review boundary: suspected/localized bone pain, prior BSI or clinician restriction suppresses candidate and routes to qualified clinician; product does not infer BSI from load or provide management",HETEROGENEOUS,Study-specific,Heterogeneous denominators and diagnosis methods,Bone stress injuries across cited populations,Reported incidence ranges 3.9%-19% and recurrence up to 21%,Narrative synthesis; minimal pediatric empirical evidence; ranges not individual probabilities,Individual probability not established,"Not runner-only; no diagnosis, treatment, risk score, readiness or safety inference from training data",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_ADJUDICATION
FRV2-G-019,RQ-G,Children and adolescents in repetitive youth sports,PERIPHYSEAL_STRESS_INJURY,CHILD;ADOLESCENT,ALL,SKELETAL_IMMATURITY_EXPLICIT,NOT_REPORTED,VARIED_YOUTH_SPORTS,NOT_REPORTED,Systematic review of primary periphyseal stress injury,Case reports/series and sparse prospective evidence,Pain; localized tendon-attachment or bone-region symptoms; limp; functional limitation; imaging findings,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,GROWING_BONE_CONCERN;FUNCTION;CLINICAL_HANDOFF;IMAGING_NON_INFERENCE,Growth disturbance; surgery; delayed presentation; symptomatic and asymptomatic findings,"Review boundary: explicit pain, limp, limitation or uncertainty is HUMAN_REVIEW_REQUIRED; product does not classify injury, infer imaging need or diagnose apophysitis/tendon injury",HETEROGENEOUS,Case/report follow-up and study-specific observations,Case-report-dominant evidence; sparse incidence data,"Among 448 reported patients, 57 growth disturbances and 28 surgeries; harmful delayed presentations reported",101 of 128 reports were case reports/series; 12.7% growth disturbance and 6.2% surgery among reported patients,Selection/publication bias; some imaging changes asymptomatic,Individual questionnaire classification not validated,"Mixed sports; no symptom-screen validation, causal threshold, diagnosis, treatment, readiness or clearance",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_ADJUDICATION
FRV2-G-020,RQ-G,Athletes age 19 or younger; seven studies,SLEEP;SPORTS_INJURY,UP_TO_19_YEARS,ALL,NOT_REPORTED,NOT_REPORTED,ADOLESCENT_ATHLETES,NOT_REPORTED,Systematic review and meta-analysis of sleep and sports injury,Chronic poor sleep exposure versus other sleep; acute studies considered separately,Chronic sleep exposure; acute single-night evidence; sports injury,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,SLEEP_CONCERN;INJURY_ASSOCIATION;ACUTE_NON_INFERENCE,Pooled injury association for chronic poor sleep and conflicting acute evidence,"Review boundary: regular/persistent sleep concern may route to human; one poor night cannot become injury prediction, medical stop, recovery or readiness state",HETEROGENEOUS,Study-specific; chronic and acute exposures separated,Heterogeneous self-report exposure and injury definitions,Sports injuries in seven included studies,Random-effects OR 1.58 for chronic poor sleep and injury,95% CI 1.05-2.37; two acute-sleep studies conflicted; Level IV synthesis,Individual response not established,"Only seven observational studies; no causal or individual threshold, diagnosis, readiness, safety or session-clearance inference",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_ADJUDICATION
FRV2-G-021,RQ-G,Growing children and adolescents with apophyseal or osteochondral pain,GROWING_BONE_PAIN;RUNNING,CHILD;ADOLESCENT,ALL,GROWING_SKELETON_EXPLICIT,NOT_REPORTED,YOUTH_SPORTS,NOT_REPORTED,Peer-reviewed clinical review of common pain causes in growing bones,"Clinical history, examination and sometimes imaging",Explicit pain; localized tenderness; limp or altered movement; activity limitation; persistent symptoms,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PAIN;FUNCTION;CLINICAL_HANDOFF;DIAGNOSIS_NON_AUTOMATION,"Symptoms and clinical evaluation boundary for hip, knee and ankle growth-related sites","Clinical-review boundary: any explicit pain or limitation suppresses candidate and routes to qualified human; product asks only structured concern and never labels apophysitis, tendon injury or osteochondrosis",SYMPTOM_EPISODE,Current and persistent symptoms,NOT_REPORTED,Potential serious pathology discussed; no event rate extracted,Running sports can affect growth-related sites; diagnosis depends on clinical assessment,Much guidance expert opinion/consensus in absence of trials,Individual clinical assessment required,"Not a primary cohort; no diagnosis-specific management, treatment, risk probability, readiness or clearance inference",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_ADJUDICATION
FRV2-G-022,RQ-G,Conceptual discussion focused on female athletes,FEMALE_ATHLETE_TRIAD;RED-S_CONCEPT,ADOLESCENT;ADULT,FEMALE,NOT_APPLICABLE,NOT_APPLICABLE,FEMALE_ATHLETES,NOT_REPORTED,Editorial critique of the original 2014 RED-S construct,Female Athlete Triad interpretation and later evolving models,"Conceptual scope, evidence sufficiency and terminology",NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,CONCEPTUAL_DISAGREEMENT;NON_AUTOMATION;CLINICAL_HANDOFF,Claim overreach and disagreement between RED-S and Triad frameworks,"Editorial boundary: explicit concern suppresses candidate and routes to qualified human; evolving contested terminology prohibits automated model allegiance, label or score",NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Original 2014 RED-S construct argued to overreach available evidence,Polemical editorial predating 2023 consensus; conceptual disagreement rather than comparative validation,NOT_APPLICABLE,"Female-focused and authorship overlap; no diagnosis, score, readiness, safety or automated return-to-play inference",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_ADJUDICATION
SRC-PMID-26084524,RQ-G,Youth athletes across participation and performance levels,YOUTH_SPORT,YOUTH,ALL,INDIVIDUAL_DEVELOPMENT_RETAINED,NOT_REPORTED,ALL_LEVELS,NOT_REPORTED,IOC consensus on healthy youth athletic development,Child-centred human development and safeguarding processes,"Healthy, inclusive, sustainable and enjoyable participation; individual development; safeguarding",NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PARTICIPATION_AUTONOMY;SAFEGUARDING;DEVELOPMENT_CONTEXT,Protection and participation benefit; individual pathways; non-participation and uncertainty,Consensus boundary: structured uncertainty or non-participation is respected and can suppress candidate; route to participant/guardian or named safeguarding human as appropriate,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,"Injury, illness and safeguarding are broad domains; no event rate extracted","Broad principles, no quantified effect estimate",No runner-specific dose or referral thresholds,Individual development explicitly emphasized,"Broad consensus; no blanket exclusion by age, sex, body size or performance and no medical clearance inference",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_ADJUDICATION
SRC-PMID-33122252,RQ-G,Children and adolescent runners; highest target directness in packet,RUNNING,YOUTH;ADOLESCENT,ALL,RETAINED_AS_CONTEXT,NOT_REPORTED,COMPETITIVE_AND_RECREATIONAL_YOUTH_RUNNERS,NOT_REPORTED,International consensus on minimizing injury and illness in youth runners,Individual clinical judgement and qualified human assessment,"Training, nutrition, health and participation considerations; no validated age-distance dose",NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,YOUTH_RUNNER_SAFETY_BOUNDARY;HUMAN_HANDOFF,"Evidence basis for age-distance recommendations; individualized judgement; pain, illness, nutrition and participation concerns","Consensus-informed boundary: explicit concern suppresses candidate and routes to appropriate human; age alone never clears; no diagnosis, risk score or readiness state",NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,Injury and illness are source domains; no product adverse-event rate extracted,Suitable running-distance recommendations by age described as opinion-based; evidence base incomplete,Limited mostly adolescent evidence; no validated age-distance or clearance rule,Individual decisions required; no algorithmic individual response validated,Consensus and abstract/accessed sections only; no 9.5-day safety validation or automated medical inference,PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_ADJUDICATION
SRC-PMID-34250468,RQ-F,113 competitive adolescent distance runners from England Athletics clubs,DISTANCE_RUNNING;TRACK_AND_FIELD,13-18_YEARS,MIXED_SEX;EXACT_COUNTS_NOT_RETAINED,NOT_REPORTED,NOT_REPORTED,COMPETITIVE_CLUB_RUNNERS,PREVIOUS_12_MONTHS,Retrospective online questionnaire of running-related injury and training practices,Sex and age-group descriptive comparisons; no intervention,One questionnaire completed April-December 2018 about previous 12 months,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,INJURY_EPIDEMIOLOGY;TRAINING_PRACTICE;TRANSFER,RRI incidence proportion and rate; body area; overuse mechanism; training frequency volume intensity; specialization,Cross-sectional self-report questionnaire with incidence proportion and participation-hour rate calculations,PREVIOUS_12_MONTHS,ONE_RETROSPECTIVE_SURVEY,Target sample was 151 and 113 participated; item-level missingness not retained,Running-related injuries were the observed outcome,All-RRI incidence proportion 68% and rate 6.3 per 1000 participation hours; knee foot or toes and lower leg common; 58% reported high specialization,95% CI 60%-77% for incidence proportion and 5.3-7.4 per 1000 hours for incidence rate,Training frequency increased with chronological age; individual trajectories not measured,Retrospective cross-sectional self-report; no maturity measurement; descriptive association only; cannot produce safe load injury prevention causal threshold readiness or safety inference,NOT_APPLICABLE,AI_ROOT_GAP_FILL_NOT_INDEPENDENT,PENDING_HUMAN_REEXTRACTION
SRC-PMID-37752011,RQ-G,Female and male athletes exposed to low energy availability; adolescent context retained,RED-S;ENERGY_AVAILABILITY;SPORT_PARTICIPATION,ADOLESCENT;ADULT,ALL,ADOLESCENT_CONTEXT_RETAINED,NOT_REPORTED,VARIED_ATHLETES,NOT_REPORTED,Correction-aware 2023 IOC RED-S clinical consensus,Trained clinician and multidisciplinary team assessment,Fueling/eating/menstrual/hormonal/recurrent bone-stress or prior clinician concern; CAT2 remains clinician-facing,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,ENERGY_AVAILABILITY_CONCERN;CLINICAL_HANDOFF;NON_AUTOMATION,Explicit participant-selected concern or clinician restriction; assessment and sport-participation framework,"Consensus boundary: explicit concern or unresolved required response suppresses candidate and routes to qualified clinical team; no CAT2 computation, RED-S label, body-size inference or return-to-play automation",NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,Health consequences discussed; no product AE rate,RED-S is a clinical syndrome with health and performance consequences; no universal diagnostic threshold,Heterogeneous evolving evidence; published correction applied,Clinical assessment is individualized and multidisciplinary,"Not youth-runner-specific; no consumer classifier, diagnosis, safety, readiness or 9.5-day prescription claim",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_ADJUDICATION
SRC-PMID-39197945,RQ-G,Elite youth athletes approaching international competition,YOUTH_COMPETITION,YOUTH;ADOLESCENT,ALL,NONLINEAR_ASYNCHRONOUS_DEVELOPMENT_RETAINED,NOT_REPORTED,ELITE_INTERNATIONAL_PATHWAY,COMPETITION,"IOC consensus on healthy, safe and sustainable elite youth competition",Individual pathway plus coach for schedule facts and qualified clinician for health concerns,"Competition context; injury, illness, harassment and abuse protection",NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,COMPETITION_CONTEXT;HUMAN_HANDOFF;SAFEGUARDING,Exact recent competition fact; incompatible schedule record; participant health concern,Consensus boundary: competition timing is factual context only; incompatible facts route to coach and explicit health concern to clinician; no elapsed-time recovery or post-competition clearance,NOT_APPLICABLE,Competition event and subsequent human review as needed,Incompatible or missing competition facts remain unresolved rather than imputed,"Injury, illness, harassment and abuse are protection domains; no rate extracted",Adolescence described as non-linear and asynchronous; no quantified Formation result,Elite/Olympic expert synthesis; no Formation-specific test,Individual pathways emphasized,"Indirect to ordinary youth runners; recent competition cannot become readiness, recovery, safety or next-MAIN clearance",PENDING_INDEPENDENT_EXTRACTION,AI_EXTRACTION_LANE_2,PENDING_ADJUDICATION
SRC-WEB-PRISMA-2020,RQ-F,Systematic-review reporting; no athlete population,REVIEW_METHODS,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,PRISMA 2020 transparent review reporting framework,Incomplete search screening and exclusion reporting,Reporting checklist and flow structure,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,RESEARCH_TRANSPARENCY;MISSINGNESS,Search sources dates screening exclusions flow and amendments,Official PRISMA 2020 reporting guidance,NOT_APPLICABLE,NOT_APPLICABLE,Missing databases and inaccessible full texts must be disclosed,NOT_APPLICABLE,Supports auditable search screening and exclusion reporting only; no sports-science effect estimate,NOT_APPLICABLE,NOT_APPLICABLE,Reporting guidance does not appraise evidence establish pilot progression validate 9.5 days or support efficacy safety or prescription authority,NOT_APPLICABLE,AI_ROOT_GAP_FILL_NOT_INDEPENDENT,PENDING_HUMAN_REEXTRACTION
