source_id,rq_id,design,appraisal_tool,domain_judgments,overall_judgment,youth_directness,architecture_directness,outcome_compatibility,time_horizon_compatibility,correction_state,overlap_group,reviewer_1,reviewer_2,adjudication,human_confirmation,notes
"FRV2-C-010","RQ-C","CONTROLLED_TRAINING_TRIAL","ROBINS_I","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=ROBINS_I;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","PARTIAL","COMPATIBLE","PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Narrow protocol example, not universal sequence, dose, safety, or Formation evidence; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-C-011","RQ-C","RANDOMIZED_TRAINING_TRIAL","ROB_2","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=ROB_2;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","COMPATIBLE","COMPATIBLE","PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Supports hill component context only; no placement, safety, or 9.5-day inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-C-012","RQ-C","RANDOMIZED_CONTROLLED_TRIAL","ROB_2","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=ROB_2;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","PARTIAL","PARTIAL","PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17","FRV2-OVERLAP-ALTERNATIVE-AEROBIC","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Cycling cannot be assumed interchangeable, lower-fatigue, or a recovery method; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-C-013","RQ-C","SYSTEMATIC_REVIEW_META_ANALYSIS","AMSTAR_2","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=AMSTAR_2;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","COMPATIBLE","COMPATIBLE","PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17","FRV2-OVERLAP-ALTERNATIVE-AEROBIC","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Null pooled effects do not establish modality equivalence, recovery advantage, safety, or placement; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-C-015","RQ-C","SYSTEMATIC_REVIEW_META_ANALYSIS","AMSTAR_2","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=AMSTAR_2;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","PARTIAL","COMPATIBLE","PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17","FRV2-OVERLAP-ADULT-CONCURRENT-META","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Outcome-specific caution only; cannot create universal youth separation or sequence rules; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-C-016","RQ-C","SYSTEMATIC_REVIEW_META_ANALYSIS","AMSTAR_2","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=AMSTAR_2;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","INDIRECT","INDIRECT","COMPATIBLE","COMPATIBLE","PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17","FRV2-OVERLAP-ADULT-CONCURRENT-META","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Does not justify universal strength-first ordering; priority and outcome matter; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-C-018","RQ-C","RANDOMIZED_CONTROLLED_TRIAL","ROB_2","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=ROB_2;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","PARTIAL","COMPATIBLE","PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17","FRV2-OVERLAP-ADULT-CONCURRENT-PRIMARY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=One indirect study cannot define universal 6-h or 24-h youth thresholds; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-C-019","RQ-C","RANDOMIZED_CONTROLLED_REHABILITATION_TRIAL","ROB_2","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=ROB_2;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","INDIRECT","INDIRECT","PARTIAL","PARTIAL","PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17","FRV2-OVERLAP-ADULT-CONCURRENT-PRIMARY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Null rehab findings should not override trained-runner evidence or create universal order rules; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-C-020","RQ-C","SYSTEMATIC_REVIEW_META_ANALYSIS","AMSTAR_2","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=AMSTAR_2;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","COMPATIBLE","COMPATIBLE","PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17","FRV2-OVERLAP-ADULT-CONCURRENT-META","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Historical context only; no youth-runner calendar rule or universal fatigue number; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-002","RQ-D","COMMENTARY","JBI_TEXT_AND_OPINION","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=JBI_TEXT_AND_OPINION;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","PARTIAL","PARTIAL","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Commentary; not youth-runner specific; external work cannot stand in for internal response and vice versa; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-003","RQ-D","COMPARATIVE_STUDY","JBI_QUASI_EXPERIMENTAL","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=JBI_QUASI_EXPERIMENTAL;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","COMPATIBLE","PARTIAL","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Participant detail unavailable from abstract; not youth runners; correlation does not establish numerical interchangeability; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-006","RQ-D","COMPARATIVE_VALIDATION_STUDY","COSMIN_MEASUREMENT_PROPERTIES","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=COSMIN_MEASUREMENT_PROPERTIES;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","PARTIAL","PARTIAL","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Adult or mixed-sport indirectness; controlled protocol; transformation requires separate validation; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-007","RQ-D","NARRATIVE_REVIEW","SANRA_NARRATIVE_REVIEW","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=SANRA_NARRATIVE_REVIEW;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","PARTIAL","PARTIAL","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No validation of component allocation; a whole-session sRPE cannot be fractionally assigned to composite-session leaves; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-008","RQ-D","LONGITUDINAL_METHOD_STUDY","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Adult recreational sample; individual testing required; cannot relabel as generic TRIMP or convert to other arbitrary-unit methods; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-009","RQ-D","PRIMARY_COMPARATIVE_STUDY","JBI_QUASI_EXPERIMENTAL","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=JBI_QUASI_EXPERIMENTAL;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","COMPATIBLE","PARTIAL","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No youth/maturity evidence; arbitrary units are construct-specific and must not be summed into one currency; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-010","RQ-D","LONGITUDINAL_VALIDATION_STUDY","COSMIN_MEASUREMENT_PROPERTIES","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=COSMIN_MEASUREMENT_PROPERTIES;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","COMPATIBLE","COMPATIBLE","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No youth or running directness; criterion changes by modality; no universal conversion or composite-session reduction; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-011","RQ-D","DEVICE_VALIDATION_STUDY","COSMIN_MEASUREMENT_PROPERTIES","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=COSMIN_MEASUREMENT_PROPERTIES;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","COMPATIBLE","PARTIAL","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Not youth-runner specific; optical HR findings do not transfer to distance elevation or energy; algorithm changes break continuity; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-012","RQ-D","DEVICE_VALIDATION_STUDY","COSMIN_MEASUREMENT_PROPERTIES","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=COSMIN_MEASUREMENT_PROPERTIES;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","PARTIAL","PARTIAL","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Vendor energy HR distance and pace are different outcomes and cannot substitute for one another; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-013","RQ-D","INSTRUMENT_VALIDATION_STUDY","COSMIN_MEASUREMENT_PROPERTIES","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=COSMIN_MEASUREMENT_PROPERTIES;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","COMPATIBLE","PARTIAL","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Instrument rather than athlete validation; algorithm/model changes form a visible continuity boundary; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-014","RQ-D","SYSTEMATIC_REVIEW","AMSTAR_2","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=AMSTAR_2;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","PARTIAL","PARTIAL","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Adult samples; no brand-level validity conclusion; do not merge outcome series across model or algorithm changes; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-015","RQ-D","YOUTH_IMPUTATION_STUDY","DESIGN_MATCH_PENDING_METADATA_NORMALIZATION","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=DESIGN_MATCH_PENDING_METADATA_NORMALIZATION;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","COMPATIBLE","COMPATIBLE","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Youth but not running; imputed derivative must be excluded from canonical observed totals and never silently replace missing; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-016","RQ-D","METHODOLOGICAL_COMMENTARY","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Not youth runners; analysis guidance does not change canonical truth; missing must not be zero-filled or silently removed from denominators; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-017","RQ-D","TECHNICAL_STANDARD","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Not sport-science validation; revisions require new lineage rather than silent overwrite; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-019","RQ-D","METHODOLOGICAL_SIMULATION","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Methodological simulation; cannot provide outcome or action meaning; supports explicit method provenance only; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-020","RQ-D","CASE_STUDY_COMMENTARY","JBI_CASE_REPORT","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=JBI_CASE_REPORT;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","COMPATIBLE","PARTIAL","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No universal preference for uncoupled method; formulas remain distinct and support no zone or action rule; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-021","RQ-D","NARRATIVE_MODEL_PAPER","DESIGN_MATCH_PENDING_METADATA_NORMALIZATION","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=DESIGN_MATCH_PENDING_METADATA_NORMALIZATION;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","PARTIAL","PARTIAL","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Mostly team-sport indirectness; proposed zones and injury language are excluded from descriptive accounting; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-023","RQ-D","CLUSTER_RANDOMIZED_TRIAL","ROB_2","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=ROB_2;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","PARTIAL","COMPATIBLE","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Youth but not running; ACWR bands cannot acquire plan authority from this null intervention; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-D-024","RQ-D","DESCRIPTIVE_EPIDEMIOLOGY","JBI_COHORT","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=JBI_COHORT;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","COMPATIBLE","COMPATIBLE","NOT_VERIFIED","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Descriptive differences do not select a correct method; no universal threshold zone or action is permitted; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-001","RQ-E","METHODOLOGICAL_REVIEW","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","MEASUREMENT_RELIABILITY_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=ABSTRACT_ONLY; reliability does not automatically transfer across athlete population device or test protocol; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-003","RQ-E","METHODS_TUTORIAL","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","MEASUREMENT_RELIABILITY_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=ABSTRACT_ONLY; different ICC and SEM formulas yield different values; no universal observation count or freshness threshold; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-004","RQ-E","SPORTS_MEASUREMENT_REVIEW","SANRA_NARRATIVE_REVIEW","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=SANRA_NARRATIVE_REVIEW;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","MEASUREMENT_RELIABILITY_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=ABSTRACT_ONLY; sport population and test specificity are high; laboratory sensitivity does not guarantee competition validity; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-006","RQ-E","APPLIED_STATISTICAL_FRAMEWORK","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","INDIVIDUAL_RESPONSE_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=SWC is decision-context dependent; threshold classification does not establish causality safety or a repeatable person-by-intervention effect; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-E-007","RQ-E","METHODOLOGICAL_REVIEW","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","INDIVIDUAL_RESPONSE_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=ABSTRACT_ONLY; control alone may not identify within-person efficacy variation; time trend concurrent training carryover and other confounds require design handling; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
